Date,Shift,Mold ID,Part Name,Wear Level (%),Surface Roughness (Ra μm),Clearance (mm),Alignment Accuracy (mm),Leak Check,Corrosion,Crack Detected,Function Test,Lubrication Status,Pass/Fail
2025-02-04,Shift 2,MOLD639,Support Pillar,22.5,0.66,0.254,0.081,Fail,None,Yes,Pass,Needs Reapply,Pass
2025-02-04,Shift 2,MOLD996,Core Plate,31.3,1.06,0.411,0.176,Fail,None,Yes,Pass,Good,Fail
2025-02-04,Shift 2,MOLD162,Cooling Channel,3.4,1.09,0.394,0.177,Pass,Moderate,No,Fail,Good,Fail
2025-02-05,Shift 1,MOLD403,Sprue Bushing,27.8,0.67,0.044,0.038,Fail,Severe,No,Fail,Needs Reapply,Pass
2025-02-05,Shift 1,MOLD307,Lifter,45.9,0.88,0.425,0.065,Fail,Minor,No,Fail,Good,Pass
2025-02-05,Shift 1,MOLD271,Guide Bushing,59.3,1.14,0.467,0.126,Pass,Minor,No,Pass,Dry,Fail
2025-02-05,Shift 2,MOLD458,Guide Bushing,92.4,0.83,0.304,0.107,Fail,Minor,Yes,Pass,Needs Reapply,Fail
2025-02-05,Shift 2,MOLD231,Core Plate,7.7,0.44,0.172,0.134,Fail,Severe,Yes,Pass,Needs Reapply,Pass
2025-02-05,Shift 2,MOLD883,Hot Runner Manifold,82.3,0.89,0.17,0.183,Fail,None,Yes,Fail,Dry,Fail
2025-02-06,Shift 1,MOLD639,Support Pillar,22.5,0.66,0.254,0.081,Fail,None,Yes,Pass,Needs Reapply,Pass
2025-02-06,Shift 1,MOLD845,Core Puller,99.9,0.25,0.332,0.131,Fail,Severe,No,Pass,Dry,Fail
2025-02-06,Shift 1,MOLD514,Vent Groove,83.6,0.32,0.439,0.193,Fail,None,No,Fail,Dry,Fail
2025-02-06,Shift 2,MOLD464,Vent Groove,50.5,0.16,0.466,0.126,Fail,Minor,Yes,Pass,Needs Reapply,Pass
2025-02-06,Shift 2,MOLD625,Lifter,38.0,0.86,0.278,0.139,Pass,None,Yes,Pass,Good,Pass
2025-02-06,Shift 2,MOLD379,Core Plate,64.9,0.82,0.102,0.05,Pass,Minor,Yes,Fail,Dry,Pass
2025-02-07,Shift 1,MOLD584,Ejector Plate,62.1,0.98,0.445,0.024,Pass,None,Yes,Fail,Needs Reapply,Pass
2025-02-07,Shift 1,MOLD646,Sprue Bushing,25.6,0.54,0.166,0.139,Fail,Moderate,Yes,Pass,Dry,Pass
2025-02-07,Shift 1,MOLD338,Hot Runner Manifold,4.5,1.2,0.113,0.174,Pass,Minor,Yes,Fail,Needs Reapply,Fail
2025-02-07,Shift 2,MOLD742,Sprue Bushing,50.2,0.79,0.034,0.089,Pass,Moderate,No,Fail,Needs Reapply,Pass
2025-02-07,Shift 2,MOLD666,Ejector Plate,9.7,0.13,0.23,0.031,Fail,Severe,No,Pass,Needs Reapply,Pass
2025-02-07,Shift 2,MOLD970,Guide Bushing,31.5,0.57,0.232,0.032,Fail,Severe,No,Pass,Needs Reapply,Pass
2025-02-08,Shift 1,MOLD530,Core Puller,63.4,0.43,0.192,0.057,Pass,None,No,Pass,Dry,Pass
2025-02-08,Shift 1,MOLD505,Core Puller,40.2,0.18,0.131,0.196,Fail,Moderate,No,Fail,Good,Fail
2025-02-08,Shift 1,MOLD811,Cooling Channel,79.4,0.53,0.299,0.177,Fail,Minor,Yes,Pass,Dry,Fail
2025-02-08,Shift 2,MOLD835,Support Pillar,87.7,0.31,0.273,0.093,Pass,Severe,Yes,Pass,Dry,Fail
2025-02-08,Shift 2,MOLD700,Core Puller,98.4,0.86,0.087,0.076,Pass,Moderate,No,Pass,Good,Fail
2025-02-08,Shift 2,MOLD137,Hot Runner Manifold,67.8,0.22,0.085,0.014,Fail,Moderate,No,Fail,Needs Reapply,Pass
2025-02-09,Shift 1,MOLD943,Cooling Channel,38.2,0.56,0.016,0.065,Pass,Severe,Yes,Pass,Good,Pass
2025-02-09,Shift 1,MOLD138,Cooling Channel,28.3,0.12,0.394,0.162,Fail,Moderate,Yes,Fail,Dry,Fail
2025-02-09,Shift 1,MOLD913,Ejector Pins,54.6,0.43,0.417,0.119,Fail,Minor,No,Pass,Dry,Pass
2025-02-09,Shift 2,MOLD663,Guide Bushing,67.6,0.31,0.464,0.18,Fail,None,Yes,Fail,Good,Fail
2025-02-09,Shift 2,MOLD787,Lifter,9.8,0.17,0.016,0.128,Pass,None,No,Fail,Needs Reapply,Pass
2025-02-09,Shift 2,MOLD179,Core Plate,86.3,0.33,0.418,0.064,Pass,Severe,No,Fail,Needs Reapply,Fail
2025-02-10,Shift 1,MOLD288,Core Puller,38.1,0.16,0.086,0.095,Fail,None,No,Pass,Needs Reapply,Pass
2025-02-10,Shift 1,MOLD772,Core Puller,90.3,0.99,0.161,0.098,Pass,Moderate,No,Pass,Needs Reapply,Fail
2025-02-10,Shift 1,MOLD802,Support Pillar,49.3,0.83,0.327,0.037,Pass,Severe,No,Fail,Dry,Pass
2025-02-10,Shift 2,MOLD706,Vent Groove,80.7,1.0,0.054,0.102,Fail,None,Yes,Fail,Needs Reapply,Fail
2025-02-10,Shift 2,MOLD480,Guide Bushing,69.8,1.1,0.343,0.119,Pass,Severe,Yes,Fail,Needs Reapply,Fail
2025-02-10,Shift 2,MOLD187,Ejector Plate,68.5,1.11,0.062,0.037,Pass,Minor,Yes,Pass,Good,Fail
2025-02-11,Shift 1,MOLD267,Cooling Channel,88.8,0.25,0.341,0.052,Fail,Severe,No,Pass,Dry,Fail
2025-02-11,Shift 1,MOLD535,Guide Pin,5.0,0.85,0.297,0.051,Fail,None,Yes,Pass,Good,Pass
2025-02-11,Shift 1,MOLD231,Guide Pin,7.8,0.22,0.293,0.108,Pass,Severe,Yes,Fail,Dry,Pass
2025-02-11,Shift 2,MOLD280,Support Pillar,31.9,0.27,0.272,0.098,Pass,Moderate,No,Fail,Needs Reapply,Pass
2025-02-11,Shift 2,MOLD236,Cooling Channel,46.9,0.86,0.277,0.092,Fail,None,Yes,Pass,Needs Reapply,Pass
2025-02-11,Shift 2,MOLD221,Cavity Plate,62.4,0.43,0.414,0.014,Pass,Moderate,Yes,Fail,Dry,Pass
2025-02-12,Shift 1,MOLD150,Guide Pin,18.8,0.84,0.379,0.146,Fail,Moderate,Yes,Fail,Needs Reapply,Pass
2025-02-12,Shift 1,MOLD412,Ejector Plate,38.5,0.63,0.337,0.039,Fail,Minor,Yes,Pass,Needs Reapply,Pass
2025-02-12,Shift 1,MOLD999,Core Plate,51.8,0.41,0.09,0.188,Pass,Minor,Yes,Fail,Good,Fail
2025-02-12,Shift 2,MOLD100,Slide Unit,79.9,1.16,0.287,0.182,Fail,Minor,Yes,Fail,Dry,Fail
2025-02-12,Shift 2,MOLD538,Vent Groove,69.9,0.55,0.242,0.153,Fail,None,No,Fail,Good,Fail
2025-02-12,Shift 2,MOLD560,Runner Channel,15.0,0.57,0.418,0.128,Fail,Moderate,Yes,Pass,Needs Reapply,Pass
2025-02-13,Shift 1,MOLD101,Clamp Plate,19.3,0.35,0.483,0.053,Pass,Severe,No,Pass,Needs Reapply,Pass
2025-02-13,Shift 1,MOLD198,Core Plate,70.9,0.49,0.478,0.099,Fail,Minor,Yes,Pass,Needs Reapply,Pass
2025-02-13,Shift 1,MOLD401,Vent Groove,45.5,0.79,0.405,0.161,Pass,Minor,Yes,Pass,Good,Fail
2025-02-13,Shift 2,MOLD416,Lifter,100.0,1.07,0.43,0.078,Fail,Minor,Yes,Pass,Dry,Fail
2025-02-13,Shift 2,MOLD309,Ejector Plate,40.6,0.98,0.498,0.025,Pass,Minor,Yes,Fail,Needs Reapply,Pass
2025-02-13,Shift 2,MOLD845,Core Puller,99.9,0.25,0.332,0.131,Fail,Severe,No,Pass,Dry,Fail
2025-02-14,Shift 1,MOLD412,Cavity Plate,5.0,0.17,0.155,0.097,Fail,Moderate,Yes,Pass,Needs Reapply,Pass
2025-02-14,Shift 1,MOLD348,Core Puller,23.5,0.51,0.15,0.036,Fail,Minor,Yes,Fail,Dry,Pass
2025-02-14,Shift 1,MOLD823,Slide Unit,28.8,0.77,0.352,0.104,Fail,None,No,Pass,Dry,Pass
2025-02-14,Shift 2,MOLD996,Runner Channel,76.7,0.57,0.221,0.068,Fail,None,Yes,Fail,Dry,Pass
2025-02-14,Shift 2,MOLD646,Sprue Bushing,25.6,0.54,0.166,0.139,Fail,Moderate,Yes,Pass,Dry,Pass
2025-02-14,Shift 2,MOLD416,Lifter,100.0,1.07,0.43,0.078,Fail,Minor,Yes,Pass,Dry,Fail
2025-02-15,Shift 1,MOLD998,Gate Insert,76.9,1.05,0.211,0.083,Fail,Minor,No,Pass,Needs Reapply,Fail
2025-02-15,Shift 1,MOLD317,Hot Runner Manifold,58.6,0.72,0.185,0.181,Pass,Moderate,No,Pass,Dry,Fail
2025-02-15,Shift 1,MOLD296,Runner Channel,93.4,0.75,0.295,0.167,Pass,Severe,Yes,Fail,Dry,Fail
2025-02-15,Shift 2,MOLD280,Core Plate,51.5,0.75,0.144,0.031,Fail,Severe,No,Pass,Good,Pass
2025-02-15,Shift 2,MOLD968,Core Plate,18.8,0.97,0.15,0.175,Pass,None,Yes,Fail,Good,Fail
2025-02-15,Shift 2,MOLD704,Ejector Pins,77.4,0.85,0.174,0.018,Pass,Minor,Yes,Pass,Good,Pass
2025-02-16,Shift 1,MOLD365,Support Pillar,67.5,1.17,0.421,0.155,Pass,Minor,Yes,Fail,Needs Reapply,Fail
2025-02-16,Shift 1,MOLD339,Ejector Pins,83.8,0.78,0.296,0.013,Fail,Moderate,No,Fail,Dry,Fail
2025-02-16,Shift 1,MOLD311,Guide Bushing,15.2,1.12,0.197,0.154,Fail,Minor,Yes,Pass,Needs Reapply,Fail
2025-02-16,Shift 2,MOLD280,Core Plate,51.5,0.75,0.144,0.031,Fail,Severe,No,Pass,Good,Pass
2025-02-16,Shift 2,MOLD988,Cooling Channel,13.6,0.41,0.266,0.035,Pass,Severe,No,Pass,Good,Pass
2025-02-16,Shift 2,MOLD819,Guide Bushing,45.1,1.06,0.316,0.078,Fail,Minor,Yes,Fail,Good,Fail
2025-02-17,Shift 1,MOLD420,Cavity Plate,50.8,0.27,0.288,0.091,Pass,None,No,Fail,Needs Reapply,Pass
2025-02-17,Shift 1,MOLD998,Gate Insert,76.9,1.05,0.211,0.083,Fail,Minor,No,Pass,Needs Reapply,Fail
2025-02-17,Shift 1,MOLD765,Hot Runner Manifold,84.7,0.66,0.453,0.157,Fail,Minor,Yes,Pass,Needs Reapply,Fail
2025-02-17,Shift 2,MOLD318,Sprue Bushing,7.4,0.38,0.069,0.078,Fail,Severe,No,Pass,Needs Reapply,Pass
2025-02-17,Shift 2,MOLD793,Ejector Plate,14.8,0.66,0.095,0.174,Fail,Severe,Yes,Fail,Dry,Fail
2025-02-17,Shift 2,MOLD650,Guide Pin,65.8,0.96,0.189,0.075,Pass,None,Yes,Pass,Dry,Pass
2025-02-18,Shift 1,MOLD782,Runner Channel,4.2,0.17,0.447,0.132,Pass,Moderate,No,Pass,Good,Pass
2025-02-18,Shift 1,MOLD374,Core Plate,42.6,0.46,0.417,0.09,Fail,Minor,Yes,Pass,Needs Reapply,Pass
2025-02-18,Shift 1,MOLD746,Ejector Pins,15.8,0.8,0.373,0.051,Fail,Minor,No,Fail,Needs Reapply,Pass
2025-02-18,Shift 2,MOLD179,Vent Groove,69.5,1.19,0.435,0.077,Fail,Minor,No,Fail,Good,Fail
2025-02-18,Shift 2,MOLD875,Sprue Bushing,28.4,0.45,0.45,0.051,Pass,None,Yes,Pass,Needs Reapply,Pass
2025-02-18,Shift 2,MOLD609,Slide Unit,80.9,0.81,0.257,0.053,Pass,Severe,Yes,Fail,Needs Reapply,Fail
2025-02-19,Shift 1,MOLD507,Vent Groove,37.7,0.65,0.023,0.176,Fail,Severe,Yes,Pass,Dry,Fail
2025-02-19,Shift 1,MOLD742,Cavity Plate,36.7,0.15,0.356,0.127,Pass,Severe,Yes,Fail,Good,Pass
2025-02-19,Shift 1,MOLD908,Ejector Pins,41.2,0.41,0.263,0.051,Fail,Minor,No,Pass,Dry,Pass
2025-02-19,Shift 2,MOLD744,Guide Bushing,91.0,0.32,0.032,0.089,Fail,None,Yes,Pass,Dry,Fail
2025-02-19,Shift 2,MOLD564,Core Plate,96.1,0.27,0.19,0.091,Fail,Severe,Yes,Pass,Good,Fail
2025-02-19,Shift 2,MOLD584,Ejector Plate,62.1,0.98,0.445,0.024,Pass,None,Yes,Fail,Needs Reapply,Pass
2025-02-20,Shift 1,MOLD215,Cavity Plate,56.4,0.64,0.199,0.143,Fail,Severe,Yes,Pass,Dry,Pass
2025-02-20,Shift 1,MOLD255,Cooling Channel,68.9,0.16,0.483,0.114,Fail,Minor,Yes,Fail,Good,Pass
2025-02-20,Shift 1,MOLD181,Ejector Pins,72.7,0.7,0.299,0.196,Fail,Moderate,No,Pass,Needs Reapply,Fail
2025-02-20,Shift 2,MOLD236,Cooling Channel,46.9,0.86,0.277,0.092,Fail,None,Yes,Pass,Needs Reapply,Pass
2025-02-20,Shift 2,MOLD806,Support Pillar,45.5,0.99,0.407,0.043,Fail,Moderate,Yes,Fail,Needs Reapply,Pass
2025-02-20,Shift 2,MOLD135,Vent Groove,88.8,1.04,0.418,0.184,Pass,Moderate,Yes,Pass,Good,Fail
2025-02-21,Shift 1,MOLD541,Hot Runner Manifold,35.7,0.5,0.153,0.108,Fail,Minor,No,Fail,Needs Reapply,Pass
2025-02-21,Shift 1,MOLD278,Ejector Plate,50.3,0.18,0.204,0.178,Fail,Minor,Yes,Pass,Good,Fail
2025-02-21,Shift 1,MOLD466,Runner Channel,68.7,1.06,0.092,0.114,Fail,None,Yes,Pass,Needs Reapply,Fail
2025-02-21,Shift 2,MOLD102,Gate Insert,50.6,0.43,0.033,0.099,Fail,None,No,Fail,Dry,Pass
2025-02-21,Shift 2,MOLD970,Guide Bushing,31.5,0.57,0.232,0.032,Fail,Severe,No,Pass,Needs Reapply,Pass
2025-02-21,Shift 2,MOLD964,Core Puller,19.8,0.21,0.36,0.174,Pass,Severe,No,Fail,Needs Reapply,Fail
2025-02-22,Shift 1,MOLD433,Cavity Plate,69.7,0.22,0.148,0.192,Fail,Severe,No,Fail,Dry,Fail
2025-02-22,Shift 1,MOLD609,Slide Unit,80.9,0.81,0.257,0.053,Pass,Severe,Yes,Fail,Needs Reapply,Fail
2025-02-22,Shift 1,MOLD551,Cavity Plate,94.3,0.56,0.155,0.034,Pass,Severe,Yes,Fail,Good,Fail
2025-02-22,Shift 2,MOLD654,Cooling Channel,64.4,0.44,0.05,0.106,Fail,Severe,No,Pass,Needs Reapply,Pass
2025-02-22,Shift 2,MOLD840,Clamp Plate,55.1,1.02,0.164,0.176,Fail,Severe,No,Pass,Good,Fail
2025-02-22,Shift 2,MOLD746,Ejector Pins,15.8,0.8,0.373,0.051,Fail,Minor,No,Fail,Needs Reapply,Pass
2025-02-23,Shift 1,MOLD915,Cooling Channel,67.0,0.8,0.22,0.058,Fail,Severe,No,Fail,Dry,Pass
2025-02-23,Shift 1,MOLD424,Ejector Pins,63.2,1.07,0.481,0.103,Fail,Moderate,Yes,Pass,Needs Reapply,Fail
2025-02-23,Shift 1,MOLD389,Cavity Plate,4.9,0.34,0.176,0.197,Fail,Minor,Yes,Pass,Good,Fail
2025-02-23,Shift 2,MOLD267,Cooling Channel,88.8,0.25,0.341,0.052,Fail,Severe,No,Pass,Dry,Fail
2025-02-23,Shift 2,MOLD776,Guide Bushing,60.3,0.98,0.078,0.156,Pass,Moderate,No,Fail,Needs Reapply,Fail
2025-02-23,Shift 2,MOLD802,Support Pillar,49.3,0.83,0.327,0.037,Pass,Severe,No,Fail,Dry,Pass
2025-02-24,Shift 1,MOLD316,Gate Insert,5.9,0.21,0.372,0.143,Fail,Moderate,Yes,Pass,Good,Pass
2025-02-24,Shift 1,MOLD749,Ejector Plate,66.5,0.65,0.291,0.064,Pass,Minor,No,Fail,Dry,Pass
2025-02-24,Shift 1,MOLD280,Hot Runner Manifold,24.4,0.32,0.259,0.157,Fail,Minor,No,Pass,Needs Reapply,Fail
2025-02-24,Shift 2,MOLD338,Hot Runner Manifold,4.5,1.2,0.113,0.174,Pass,Minor,Yes,Fail,Needs Reapply,Fail
2025-02-24,Shift 2,MOLD184,Core Plate,89.6,1.11,0.434,0.021,Fail,Moderate,Yes,Fail,Good,Fail
2025-02-24,Shift 2,MOLD198,Core Plate,70.9,0.49,0.478,0.099,Fail,Minor,Yes,Pass,Needs Reapply,Pass
2025-02-25,Shift 1,MOLD781,Lifter,18.9,0.69,0.046,0.197,Fail,Moderate,Yes,Pass,Good,Fail
2025-02-25,Shift 1,MOLD325,Support Pillar,47.6,0.26,0.375,0.195,Fail,Minor,Yes,Pass,Needs Reapply,Fail
2025-02-25,Shift 1,MOLD752,Clamp Plate,21.1,0.1,0.161,0.041,Pass,Moderate,Yes,Fail,Needs Reapply,Pass
2025-02-25,Shift 2,MOLD399,Ejector Pins,38.7,1.14,0.121,0.077,Fail,None,Yes,Pass,Needs Reapply,Fail
2025-02-25,Shift 2,MOLD902,Ejector Plate,45.5,0.35,0.332,0.185,Pass,Minor,Yes,Fail,Needs Reapply,Fail
2025-02-25,Shift 2,MOLD124,Support Pillar,11.1,0.74,0.056,0.147,Pass,None,Yes,Pass,Good,Pass
2025-02-26,Shift 1,MOLD110,Core Puller,68.4,0.4,0.346,0.126,Pass,Minor,Yes,Pass,Needs Reapply,Pass
2025-02-26,Shift 1,MOLD283,Ejector Plate,48.0,0.66,0.476,0.086,Pass,None,Yes,Pass,Good,Pass
2025-02-26,Shift 1,MOLD654,Cooling Channel,64.4,0.44,0.05,0.106,Fail,Severe,No,Pass,Needs Reapply,Pass
2025-02-26,Shift 2,MOLD595,Slide Unit,94.9,0.11,0.352,0.129,Fail,Moderate,No,Fail,Dry,Fail
2025-02-26,Shift 2,MOLD566,Sprue Bushing,33.4,0.55,0.369,0.121,Pass,Minor,Yes,Fail,Needs Reapply,Pass
2025-02-26,Shift 2,MOLD490,Clamp Plate,33.7,1.14,0.29,0.039,Pass,Minor,Yes,Pass,Needs Reapply,Fail
2025-02-27,Shift 1,MOLD819,Slide Unit,46.9,0.95,0.403,0.167,Pass,Severe,No,Pass,Good,Fail
2025-02-27,Shift 1,MOLD636,Vent Groove,78.2,0.69,0.214,0.159,Fail,Minor,No,Pass,Good,Fail
2025-02-27,Shift 1,MOLD191,Cooling Channel,27.2,0.21,0.362,0.117,Fail,Moderate,No,Pass,Good,Pass
2025-02-27,Shift 2,MOLD195,Slide Unit,31.5,0.96,0.111,0.077,Fail,Severe,No,Pass,Dry,Pass
2025-02-27,Shift 2,MOLD915,Cooling Channel,67.0,0.8,0.22,0.058,Fail,Severe,No,Fail,Dry,Pass
2025-02-27,Shift 2,MOLD502,Clamp Plate,17.7,1.04,0.419,0.107,Pass,Moderate,Yes,Pass,Needs Reapply,Fail
2025-02-28,Shift 1,MOLD961,Cooling Channel,61.3,0.88,0.263,0.089,Pass,None,Yes,Fail,Dry,Pass
2025-02-28,Shift 1,MOLD507,Vent Groove,37.7,0.65,0.023,0.176,Fail,Severe,Yes,Pass,Dry,Fail
2025-02-28,Shift 1,MOLD819,Slide Unit,46.9,0.95,0.403,0.167,Pass,Severe,No,Pass,Good,Fail
2025-02-28,Shift 2,MOLD406,Vent Groove,2.0,0.56,0.058,0.015,Pass,Moderate,No,Pass,Dry,Pass
2025-02-28,Shift 2,MOLD270,Hot Runner Manifold,63.4,0.45,0.373,0.111,Pass,Minor,Yes,Fail,Needs Reapply,Pass
2025-02-28,Shift 2,MOLD556,Runner Channel,5.8,0.46,0.157,0.015,Fail,Severe,Yes,Fail,Needs Reapply,Pass
2025-03-01,Shift 1,MOLD722,Core Plate,29.7,0.41,0.051,0.104,Pass,Moderate,No,Fail,Dry,Pass
2025-03-01,Shift 1,MOLD964,Support Pillar,25.1,0.22,0.357,0.147,Fail,None,Yes,Pass,Dry,Pass
2025-03-01,Shift 1,MOLD871,Ejector Pins,88.1,0.8,0.376,0.139,Fail,Severe,Yes,Pass,Needs Reapply,Fail
2025-03-01,Shift 2,MOLD267,Cooling Channel,88.8,0.25,0.341,0.052,Fail,Severe,No,Pass,Dry,Fail
2025-03-01,Shift 2,MOLD207,Ejector Plate,14.3,0.42,0.421,0.141,Fail,Severe,No,Fail,Needs Reapply,Pass
2025-03-01,Shift 2,MOLD280,Runner Channel,31.0,0.52,0.135,0.199,Fail,Moderate,Yes,Fail,Needs Reapply,Fail
2025-03-02,Shift 1,MOLD871,Ejector Pins,88.1,0.8,0.376,0.139,Fail,Severe,Yes,Pass,Needs Reapply,Fail
2025-03-02,Shift 1,MOLD280,Support Pillar,31.9,0.27,0.272,0.098,Pass,Moderate,No,Fail,Needs Reapply,Pass
2025-03-02,Shift 1,MOLD211,Ejector Plate,71.2,0.61,0.096,0.141,Fail,None,Yes,Pass,Dry,Pass
2025-03-02,Shift 2,MOLD430,Guide Pin,77.9,0.25,0.117,0.178,Pass,None,No,Fail,Good,Fail
2025-03-02,Shift 2,MOLD339,Vent Groove,15.9,0.47,0.042,0.047,Fail,None,Yes,Fail,Good,Pass
2025-03-02,Shift 2,MOLD412,Clamp Plate,0.3,0.56,0.492,0.162,Pass,Moderate,Yes,Pass,Needs Reapply,Fail
2025-03-03,Shift 1,MOLD124,Support Pillar,11.1,0.74,0.056,0.147,Pass,None,Yes,Pass,Good,Pass
2025-03-03,Shift 1,MOLD189,Support Pillar,30.6,0.99,0.455,0.043,Pass,Minor,Yes,Pass,Needs Reapply,Pass
2025-03-03,Shift 1,MOLD473,Hot Runner Manifold,62.6,0.41,0.103,0.098,Fail,Moderate,Yes,Fail,Needs Reapply,Pass
2025-03-03,Shift 2,MOLD272,Ejector Plate,75.9,0.69,0.046,0.014,Fail,Minor,Yes,Pass,Dry,Pass
2025-03-03,Shift 2,MOLD215,Cavity Plate,56.4,0.64,0.199,0.143,Fail,Severe,Yes,Pass,Dry,Pass
2025-03-03,Shift 2,MOLD749,Gate Insert,56.4,0.48,0.437,0.035,Pass,Severe,Yes,Fail,Dry,Pass
2025-03-04,Shift 1,MOLD752,Clamp Plate,21.1,0.1,0.161,0.041,Pass,Moderate,Yes,Fail,Needs Reapply,Pass
2025-03-04,Shift 1,MOLD186,Ejector Pins,43.3,0.53,0.439,0.019,Fail,Severe,No,Pass,Needs Reapply,Pass
2025-03-04,Shift 1,MOLD600,Ejector Pins,31.3,0.53,0.221,0.118,Fail,Minor,Yes,Fail,Dry,Pass
2025-03-04,Shift 2,MOLD875,Sprue Bushing,28.4,0.45,0.45,0.051,Pass,None,Yes,Pass,Needs Reapply,Pass
2025-03-04,Shift 2,MOLD195,Slide Unit,31.5,0.96,0.111,0.077,Fail,Severe,No,Pass,Dry,Pass
2025-03-04,Shift 2,MOLD374,Vent Groove,63.4,0.82,0.091,0.122,Fail,Moderate,Yes,Fail,Needs Reapply,Pass
2025-03-05,Shift 1,MOLD431,Core Puller,7.0,1.13,0.116,0.034,Pass,Moderate,No,Fail,Needs Reapply,Fail
2025-03-05,Shift 1,MOLD280,Hot Runner Manifold,24.4,0.32,0.259,0.157,Fail,Minor,No,Pass,Needs Reapply,Fail
2025-03-05,Shift 1,MOLD715,Sprue Bushing,54.5,0.3,0.293,0.043,Pass,Minor,No,Fail,Dry,Pass
2025-03-05,Shift 2,MOLD335,Slide Unit,2.7,1.05,0.086,0.016,Fail,None,No,Pass,Good,Fail
2025-03-05,Shift 2,MOLD335,Slide Unit,2.7,1.05,0.086,0.016,Fail,None,No,Pass,Good,Fail
2025-03-05,Shift 2,MOLD823,Slide Unit,28.8,0.77,0.352,0.104,Fail,None,No,Pass,Dry,Pass
2025-03-06,Shift 1,MOLD835,Support Pillar,87.7,0.31,0.273,0.093,Pass,Severe,Yes,Pass,Dry,Fail
2025-03-06,Shift 1,MOLD955,Lifter,15.6,0.63,0.187,0.068,Pass,None,Yes,Pass,Good,Pass
2025-03-06,Shift 1,MOLD587,Ejector Pins,72.8,0.62,0.123,0.031,Pass,Moderate,Yes,Fail,Good,Pass
2025-03-06,Shift 2,MOLD312,Ejector Plate,6.1,1.18,0.193,0.028,Pass,Severe,No,Fail,Needs Reapply,Fail
2025-03-06,Shift 2,MOLD189,Vent Groove,64.0,0.79,0.295,0.138,Fail,Moderate,Yes,Pass,Good,Pass
2025-03-06,Shift 2,MOLD179,Vent Groove,69.5,1.19,0.435,0.077,Fail,Minor,No,Fail,Good,Fail
2025-03-07,Shift 1,MOLD988,Cooling Channel,13.6,0.41,0.266,0.035,Pass,Severe,No,Pass,Good,Pass
2025-03-07,Shift 1,MOLD702,Support Pillar,59.0,0.59,0.187,0.122,Fail,None,Yes,Fail,Good,Pass
2025-03-07,Shift 1,MOLD995,Core Puller,20.8,0.86,0.181,0.13,Pass,Minor,No,Fail,Dry,Pass
2025-03-07,Shift 2,MOLD382,Guide Pin,25.0,0.71,0.114,0.089,Pass,None,Yes,Pass,Dry,Pass
2025-03-07,Shift 2,MOLD553,Cooling Channel,12.3,0.38,0.271,0.086,Pass,None,No,Fail,Dry,Pass
2025-03-07,Shift 2,MOLD514,Vent Groove,83.6,0.32,0.439,0.193,Fail,None,No,Fail,Dry,Fail
2025-03-08,Shift 1,MOLD782,Runner Channel,4.2,0.17,0.447,0.132,Pass,Moderate,No,Pass,Good,Pass
2025-03-08,Shift 1,MOLD693,Core Puller,51.5,1.02,0.348,0.073,Fail,Minor,Yes,Fail,Good,Fail
2025-03-08,Shift 1,MOLD235,Sprue Bushing,23.4,0.42,0.064,0.037,Pass,Severe,Yes,Pass,Dry,Pass
2025-03-08,Shift 2,MOLD749,Gate Insert,56.4,0.48,0.437,0.035,Pass,Severe,Yes,Fail,Dry,Pass
2025-03-08,Shift 2,MOLD539,Core Plate,13.8,0.44,0.207,0.057,Fail,None,No,Fail,Good,Pass
2025-03-08,Shift 2,MOLD435,Vent Groove,52.1,0.94,0.36,0.12,Fail,Severe,Yes,Fail,Good,Pass
2025-03-09,Shift 1,MOLD138,Lifter,63.6,0.12,0.209,0.118,Pass,Severe,Yes,Pass,Needs Reapply,Pass
2025-03-09,Shift 1,MOLD577,Lifter,92.6,0.89,0.269,0.024,Pass,Moderate,No,Fail,Dry,Fail
2025-03-09,Shift 1,MOLD565,Support Pillar,73.6,0.22,0.403,0.156,Fail,Severe,No,Fail,Good,Fail
2025-03-09,Shift 2,MOLD171,Cavity Plate,29.9,0.7,0.067,0.194,Fail,Severe,Yes,Fail,Dry,Fail
2025-03-09,Shift 2,MOLD424,Vent Groove,44.6,0.29,0.432,0.018,Fail,Moderate,No,Pass,Needs Reapply,Pass
2025-03-09,Shift 2,MOLD474,Cooling Channel,27.6,0.96,0.104,0.016,Pass,Moderate,Yes,Fail,Dry,Pass
2025-03-10,Shift 1,MOLD586,Core Plate,86.8,0.25,0.224,0.178,Fail,None,No,Pass,Good,Fail
2025-03-10,Shift 1,MOLD268,Sprue Bushing,11.9,0.12,0.355,0.168,Pass,Moderate,No,Pass,Needs Reapply,Fail
2025-03-10,Shift 1,MOLD129,Clamp Plate,31.7,0.44,0.305,0.092,Fail,Moderate,No,Pass,Dry,Pass
2025-03-10,Shift 2,MOLD608,Core Plate,42.0,0.39,0.091,0.11,Pass,Minor,No,Fail,Dry,Pass
2025-03-10,Shift 2,MOLD474,Slide Unit,13.9,0.1,0.331,0.14,Pass,Severe,No,Fail,Needs Reapply,Pass
2025-03-10,Shift 2,MOLD424,Vent Groove,44.6,0.29,0.432,0.018,Fail,Moderate,No,Pass,Needs Reapply,Pass
2025-03-11,Shift 1,MOLD996,Core Plate,31.3,1.06,0.411,0.176,Fail,None,Yes,Pass,Good,Fail
